ontology	disorder_name	disease_term_id	source_file	term_id	term_label	score	direct_score	propagated_score	specificity	is_direct	best_source_term_id	best_source_term_label	best_source_path_score	best_source_path	best_path_hops	best_path_is_a_hops	best_path_develops_from_hops	best_path_part_of_hops	supporting_source_term_ids	supporting_source_term_labels	supporting_source_node_names
cell	22q11.2 Deletion Syndrome	MONDO:0018923	22q11.2_Deletion_Syndrome.yaml	CL:2000073	migratory cardiac neural crest cell	1.000000	1.000000	1.000000	1.000000	true	CL:2000073	migratory cardiac neural crest cell	1.000000	self	0	0	0	0	CL:2000073	migratory cardiac neural crest cell	Cardiac neural crest migration defect
cell	22q11.2 Deletion Syndrome	MONDO:0018923	22q11.2_Deletion_Syndrome.yaml	CL:0000134	mesenchymal stem cell	0.500000	0.500000	0.506403	0.129498	true	CL:0000134	mesenchymal stem cell	1.000000	self	0	0	0	0	CL:0000084|CL:0000134	T cell|mesenchymal stem cell	TBX1 haploinsufficiency and pharyngeal arch development
cell	22q11.2 Deletion Syndrome	MONDO:0018923	22q11.2_Deletion_Syndrome.yaml	CL:0011012	neural crest cell	0.500000	0.500000	0.745000	0.373578	true	CL:0011012	neural crest cell	1.000000	self	0	0	0	0	CL:0011012|CL:2000073	migratory cardiac neural crest cell|neural crest cell	TBX1 haploinsufficiency and pharyngeal arch development
cell	22q11.2 Deletion Syndrome	MONDO:0018923	22q11.2_Deletion_Syndrome.yaml	CL:0002293	epithelial cell of thymus	0.366699	0.000000	0.412222	0.889567	false	CL:0002365	medullary thymic epithelial cell	0.700000	is_a	1	1	0	0	CL:0002364|CL:0002365	cortical thymic epithelial cell|medullary thymic epithelial cell	Thymic hypoplasia and T-cell immunodeficiency
cell	22q11.2 Deletion Syndrome	MONDO:0018923	22q11.2_Deletion_Syndrome.yaml	CL:0000084	T cell	0.333333	0.333333	0.333333	0.320866	true	CL:0000084	T cell	1.000000	self	0	0	0	0	CL:0000084	T cell	Thymic hypoplasia and T-cell immunodeficiency
cell	22q11.2 Deletion Syndrome	MONDO:0018923	22q11.2_Deletion_Syndrome.yaml	CL:0002364	cortical thymic epithelial cell	0.333333	0.333333	0.333333	1.000000	true	CL:0002364	cortical thymic epithelial cell	1.000000	self	0	0	0	0	CL:0002364	cortical thymic epithelial cell	Thymic hypoplasia and T-cell immunodeficiency
cell	22q11.2 Deletion Syndrome	MONDO:0018923	22q11.2_Deletion_Syndrome.yaml	CL:0002365	medullary thymic epithelial cell	0.333333	0.333333	0.333333	1.000000	true	CL:0002365	medullary thymic epithelial cell	1.000000	self	0	0	0	0	CL:0002365	medullary thymic epithelial cell	Thymic hypoplasia and T-cell immunodeficiency
cell	22q11.2 Deletion Syndrome	MONDO:0018923	22q11.2_Deletion_Syndrome.yaml	CL:0000333	migratory neural crest cell	0.263713	0.000000	0.700000	0.376733	false	CL:2000073	migratory cardiac neural crest cell	0.700000	is_a	1	1	0	0	CL:2000073	migratory cardiac neural crest cell	Cardiac neural crest migration defect
cell	22q11.2 Deletion Syndrome	MONDO:0018923	22q11.2_Deletion_Syndrome.yaml	CL:0007004	premigratory neural crest cell	0.105485	0.000000	0.280000	0.376733	false	CL:2000073	migratory cardiac neural crest cell	0.280000	is_a > develops_from	2	1	1	0	CL:2000073	migratory cardiac neural crest cell	Cardiac neural crest migration defect
cell	22q11.2 Deletion Syndrome	MONDO:0018923	22q11.2_Deletion_Syndrome.yaml	CL:0002076	endo-epithelial cell	0.100476	0.000000	0.299989	0.334933	false	CL:0002365	medullary thymic epithelial cell	0.490000	is_a > is_a	2	2	0	0	CL:0002364|CL:0002365	cortical thymic epithelial cell|medullary thymic epithelial cell	Thymic hypoplasia and T-cell immunodeficiency
cell	22q11.2 Deletion Syndrome	MONDO:0018923	22q11.2_Deletion_Syndrome.yaml	CL:0000219	motile cell	0.084015	0.000000	0.530817	0.158276	false	CL:2000073	migratory cardiac neural crest cell	0.490000	is_a > is_a	2	2	0	0	CL:0000084|CL:2000073	T cell|migratory cardiac neural crest cell	Cardiac neural crest migration defect|Thymic hypoplasia and T-cell immunodeficiency
cell	22q11.2 Deletion Syndrome	MONDO:0018923	22q11.2_Deletion_Syndrome.yaml	CL:0000542	lymphocyte	0.066054	0.000000	0.233333	0.283087	false	CL:0000084	T cell	0.700000	is_a	1	1	0	0	CL:0000084	T cell	Thymic hypoplasia and T-cell immunodeficiency
cell	22q11.2 Deletion Syndrome	MONDO:0018923	22q11.2_Deletion_Syndrome.yaml	CL:0002321	embryonic cell (metazoa)	0.062842	0.000000	0.611118	0.102831	false	CL:0011012	neural crest cell	0.700000	is_a	1	1	0	0	CL:0002364|CL:0002365|CL:0011012|CL:2000073	cortical thymic epithelial cell|medullary thymic epithelial cell|migratory cardiac neural crest cell|neural crest cell	Cardiac neural crest migration defect|TBX1 haploinsufficiency and pharyngeal arch development|Thymic hypoplasia and T-cell immunodeficiency
cell	22q11.2 Deletion Syndrome	MONDO:0018923	22q11.2_Deletion_Syndrome.yaml	CL:0000048	multi fate stem cell	0.059432	0.000000	0.724906	0.081985	false	CL:0011012	neural crest cell	0.700000	is_a	1	1	0	0	CL:0000084|CL:0000134|CL:0011012|CL:2000073	T cell|mesenchymal stem cell|migratory cardiac neural crest cell|neural crest cell	Cardiac neural crest migration defect|TBX1 haploinsufficiency and pharyngeal arch development|Thymic hypoplasia and T-cell immunodeficiency
cell	22q11.2 Deletion Syndrome	MONDO:0018923	22q11.2_Deletion_Syndrome.yaml	CL:0011026	progenitor cell	0.045029	0.000000	0.523320	0.086045	false	CL:2000073	migratory cardiac neural crest cell	0.490000	is_a > is_a	2	2	0	0	CL:0000084|CL:2000073	T cell|migratory cardiac neural crest cell	Cardiac neural crest migration defect|Thymic hypoplasia and T-cell immunodeficiency
cell	22q11.2 Deletion Syndrome	MONDO:0018923	22q11.2_Deletion_Syndrome.yaml	CL:0000827	pro-T cell	0.042782	0.000000	0.133333	0.320866	false	CL:0000084	T cell	0.400000	develops_from	1	0	1	0	CL:0000084	T cell	Thymic hypoplasia and T-cell immunodeficiency
cell	22q11.2 Deletion Syndrome	MONDO:0018923	22q11.2_Deletion_Syndrome.yaml	CL:0000223	endodermal cell	0.042335	0.000000	0.126398	0.334933	false	CL:0002365	medullary thymic epithelial cell	0.196000	is_a > is_a > develops_from	3	2	1	0	CL:0002364|CL:0002365	cortical thymic epithelial cell|medullary thymic epithelial cell	Thymic hypoplasia and T-cell immunodeficiency
cell	22q11.2 Deletion Syndrome	MONDO:0018923	22q11.2_Deletion_Syndrome.yaml	CL:0002320	connective tissue cell	0.041026	0.000000	0.355826	0.115298	false	CL:0000134	mesenchymal stem cell	0.700000	is_a	1	1	0	0	CL:0000084|CL:0000134	T cell|mesenchymal stem cell	TBX1 haploinsufficiency and pharyngeal arch development|Thymic hypoplasia and T-cell immunodeficiency
cell	22q11.2 Deletion Syndrome	MONDO:0018923	22q11.2_Deletion_Syndrome.yaml	CL:0000034	stem cell	0.037262	0.000000	0.578158	0.064449	false	CL:0011012	neural crest cell	0.490000	is_a > is_a	2	2	0	0	CL:0000084|CL:0000134|CL:0011012|CL:2000073	T cell|mesenchymal stem cell|migratory cardiac neural crest cell|neural crest cell	Cardiac neural crest migration defect|TBX1 haploinsufficiency and pharyngeal arch development|Thymic hypoplasia and T-cell immunodeficiency
cell	22q11.2 Deletion Syndrome	MONDO:0018923	22q11.2_Deletion_Syndrome.yaml	CL:0011115	precursor cell	0.036714	0.000000	0.569652	0.064449	false	CL:2000073	migratory cardiac neural crest cell	0.343000	is_a > is_a > is_a	3	3	0	0	CL:0000084|CL:0000134|CL:0011012|CL:2000073	T cell|mesenchymal stem cell|migratory cardiac neural crest cell|neural crest cell	Cardiac neural crest migration defect|TBX1 haploinsufficiency and pharyngeal arch development|Thymic hypoplasia and T-cell immunodeficiency
cell	22q11.2 Deletion Syndrome	MONDO:0018923	22q11.2_Deletion_Syndrome.yaml	CL:0000066	epithelial cell	0.034474	0.000000	0.215595	0.159901	false	CL:0002365	medullary thymic epithelial cell	0.343000	is_a > is_a > is_a	3	3	0	0	CL:0002364|CL:0002365	cortical thymic epithelial cell|medullary thymic epithelial cell	Thymic hypoplasia and T-cell immunodeficiency
cell	22q11.2 Deletion Syndrome	MONDO:0018923	22q11.2_Deletion_Syndrome.yaml	CL:0000842	mononuclear leukocyte	0.033648	0.000000	0.163333	0.206008	false	CL:0000084	T cell	0.490000	is_a > is_a	2	2	0	0	CL:0000084	T cell	Thymic hypoplasia and T-cell immunodeficiency
cell	22q11.2 Deletion Syndrome	MONDO:0018923	22q11.2_Deletion_Syndrome.yaml	CL:0000133	neurectodermal cell	0.027024	0.000000	0.112000	0.241287	false	CL:2000073	migratory cardiac neural crest cell	0.112000	is_a > develops_from > develops_from	3	1	2	0	CL:2000073	migratory cardiac neural crest cell	Cardiac neural crest migration defect
cell	22q11.2 Deletion Syndrome	MONDO:0018923	22q11.2_Deletion_Syndrome.yaml	CL:0000051	common lymphoid progenitor	0.026421	0.000000	0.093333	0.283087	false	CL:0000084	T cell	0.280000	is_a > develops_from	2	1	1	0	CL:0000084	T cell	Thymic hypoplasia and T-cell immunodeficiency
cell	22q11.2 Deletion Syndrome	MONDO:0018923	22q11.2_Deletion_Syndrome.yaml	CL:0000838	lymphoid lineage restricted progenitor cell	0.026421	0.000000	0.093333	0.283087	false	CL:0000084	T cell	0.280000	develops_from > is_a	2	1	1	0	CL:0000084	T cell	Thymic hypoplasia and T-cell immunodeficiency
cell	22q11.2 Deletion Syndrome	MONDO:0018923	22q11.2_Deletion_Syndrome.yaml	CL:0000226	single nucleate cell	0.023554	0.000000	0.114333	0.206008	false	CL:0000084	T cell	0.343000	is_a > is_a > is_a	3	3	0	0	CL:0000084	T cell	Thymic hypoplasia and T-cell immunodeficiency
cell	22q11.2 Deletion Syndrome	MONDO:0018923	22q11.2_Deletion_Syndrome.yaml	CL:0000255	eukaryotic cell	0.022308	0.000000	0.680021	0.032805	false	CL:2000073	migratory cardiac neural crest cell	0.343000	is_a > is_a > is_a	3	3	0	0	CL:0000084|CL:0000134|CL:0002364|CL:0002365|CL:0011012|CL:2000073	T cell|cortical thymic epithelial cell|medullary thymic epithelial cell|mesenchymal stem cell|migratory cardiac neural crest cell|neural crest cell	Cardiac neural crest migration defect|TBX1 haploinsufficiency and pharyngeal arch development|Thymic hypoplasia and T-cell immunodeficiency
cell	22q11.2 Deletion Syndrome	MONDO:0018923	22q11.2_Deletion_Syndrome.yaml	CL:0000738	leukocyte	0.021886	0.000000	0.114333	0.191419	false	CL:0000084	T cell	0.343000	is_a > is_a > is_a	3	3	0	0	CL:0000084	T cell	Thymic hypoplasia and T-cell immunodeficiency
cell	22q11.2 Deletion Syndrome	MONDO:0018923	22q11.2_Deletion_Syndrome.yaml	CL:0000000	cell	0.021224	0.000000	0.654309	0.032438	false	CL:2000073	migratory cardiac neural crest cell	0.343000	is_a > is_a > is_a	3	3	0	0	CL:0000084|CL:0000134|CL:0002364|CL:0002365|CL:0011012|CL:2000073	T cell|cortical thymic epithelial cell|medullary thymic epithelial cell|mesenchymal stem cell|migratory cardiac neural crest cell|neural crest cell	Cardiac neural crest migration defect|TBX1 haploinsufficiency and pharyngeal arch development|Thymic hypoplasia and T-cell immunodeficiency
cell	22q11.2 Deletion Syndrome	MONDO:0018923	22q11.2_Deletion_Syndrome.yaml	CL:0000221	ectodermal cell	0.016151	0.000000	0.078400	0.206008	false	CL:2000073	migratory cardiac neural crest cell	0.078400	is_a > develops_from > develops_from > is_a	4	2	2	0	CL:2000073	migratory cardiac neural crest cell	Cardiac neural crest migration defect
cell	22q11.2 Deletion Syndrome	MONDO:0018923	22q11.2_Deletion_Syndrome.yaml	CL:0000988	hematopoietic cell	0.014032	0.000000	0.080033	0.175332	false	CL:0000084	T cell	0.240100	is_a > is_a > is_a > is_a	4	4	0	0	CL:0000084	T cell	Thymic hypoplasia and T-cell immunodeficiency
cell	22q11.2 Deletion Syndrome	MONDO:0018923	22q11.2_Deletion_Syndrome.yaml	CL:0002242	nucleate cell	0.013889	0.000000	0.080033	0.173541	false	CL:0000084	T cell	0.240100	is_a > is_a > is_a > is_a	4	4	0	0	CL:0000084	T cell	Thymic hypoplasia and T-cell immunodeficiency
cell	22q11.2 Deletion Syndrome	MONDO:0018923	22q11.2_Deletion_Syndrome.yaml	CL:0002031	hematopoietic lineage restricted progenitor cell	0.012249	0.000000	0.065333	0.187485	false	CL:0000084	T cell	0.196000	develops_from > is_a > is_a	3	2	1	0	CL:0000084	T cell	Thymic hypoplasia and T-cell immunodeficiency
cell	22q11.2 Deletion Syndrome	MONDO:0018923	22q11.2_Deletion_Syndrome.yaml	CL:0002032	hematopoietic oligopotent progenitor cell	0.011514	0.000000	0.065333	0.176234	false	CL:0000084	T cell	0.196000	is_a > develops_from > is_a	3	2	1	0	CL:0000084	T cell	Thymic hypoplasia and T-cell immunodeficiency
cell	22q11.2 Deletion Syndrome	MONDO:0018923	22q11.2_Deletion_Syndrome.yaml	CL:0000037	hematopoietic stem cell	0.008018	0.000000	0.045733	0.175332	false	CL:0000084	T cell	0.137200	is_a > is_a > is_a > develops_from	4	3	1	0	CL:0000084	T cell	Thymic hypoplasia and T-cell immunodeficiency
cell	22q11.2 Deletion Syndrome	MONDO:0018923	22q11.2_Deletion_Syndrome.yaml	CL:0008001	hematopoietic precursor cell	0.008018	0.000000	0.045733	0.175332	false	CL:0000084	T cell	0.137200	develops_from > is_a > is_a > is_a	4	3	1	0	CL:0000084	T cell	Thymic hypoplasia and T-cell immunodeficiency
cell	22q11.2 Deletion Syndrome	MONDO:0018923	22q11.2_Deletion_Syndrome.yaml	CL:0000723	somatic stem cell	0.005145	0.000000	0.032013	0.160721	false	CL:0000084	T cell	0.096040	is_a > is_a > is_a > develops_from > is_a	5	4	1	0	CL:0000084	T cell	Thymic hypoplasia and T-cell immunodeficiency
cell	22q11.2 Deletion Syndrome	MONDO:0018923	22q11.2_Deletion_Syndrome.yaml	CL:0000837	hematopoietic multipotent progenitor cell	0.004606	0.000000	0.026133	0.176234	false	CL:0000084	T cell	0.078400	is_a > develops_from > is_a > develops_from	4	2	2	0	CL:0000084	T cell	Thymic hypoplasia and T-cell immunodeficiency
cell	22q11.2 Deletion Syndrome	MONDO:0018923	22q11.2_Deletion_Syndrome.yaml	CL:0000566	angioblastic mesenchymal cell	0.003207	0.000000	0.018293	0.175332	false	CL:0000084	T cell	0.054880	is_a > is_a > is_a > develops_from > develops_from	5	3	2	0	CL:0000084	T cell	Thymic hypoplasia and T-cell immunodeficiency
cell	3-Hydroxy-3-Methylglutaric Aciduria	MONDO:0009520	3-Hydroxy-3-Methylglutaric_Aciduria.yaml	CL:0000182	hepatocyte	1.000000	1.000000	1.000000	0.355858	true	CL:0000182	hepatocyte	1.000000	self	0	0	0	0	CL:0000182	hepatocyte	Acyl-CoA disequilibrium and secondary hyperammonemia|HMGCL molecular function deficiency|Leucine catabolic block and organic acid accumulation
cell	3-Hydroxy-3-Methylglutaric Aciduria	MONDO:0009520	3-Hydroxy-3-Methylglutaric_Aciduria.yaml	CL:0000540	neuron	0.262295	0.262295	0.262295	0.272804	true	CL:0000540	neuron	1.000000	self	0	0	0	0	CL:0000540	neuron	HMG-mediated neurotoxicity via mitochondrial dysfunction
cell	3-Hydroxy-3-Methylglutaric Aciduria	MONDO:0009520	3-Hydroxy-3-Methylglutaric_Aciduria.yaml	CL:0000417	endopolyploid cell	0.249100	0.000000	0.700000	0.355858	false	CL:0000182	hepatocyte	0.700000	is_a	1	1	0	0	CL:0000182	hepatocyte	Acyl-CoA disequilibrium and secondary hyperammonemia|HMGCL molecular function deficiency|Leucine catabolic block and organic acid accumulation
cell	3-Hydroxy-3-Methylglutaric Aciduria	MONDO:0009520	3-Hydroxy-3-Methylglutaric_Aciduria.yaml	CL:0000412	polyploid cell	0.174370	0.000000	0.490000	0.355858	false	CL:0000182	hepatocyte	0.490000	is_a > is_a	2	2	0	0	CL:0000182	hepatocyte	Acyl-CoA disequilibrium and secondary hyperammonemia|HMGCL molecular function deficiency|Leucine catabolic block and organic acid accumulation
cell	3-Hydroxy-3-Methylglutaric Aciduria	MONDO:0009520	3-Hydroxy-3-Methylglutaric_Aciduria.yaml	CL:0005026	hepatoblast	0.139074	0.000000	0.400000	0.347686	false	CL:0000182	hepatocyte	0.400000	develops_from	1	0	1	0	CL:0000182	hepatocyte	Acyl-CoA disequilibrium and secondary hyperammonemia|HMGCL molecular function deficiency|Leucine catabolic block and organic acid accumulation
cell	3-Hydroxy-3-Methylglutaric Aciduria	MONDO:0009520	3-Hydroxy-3-Methylglutaric_Aciduria.yaml	CL:0000066	epithelial cell	0.111931	0.000000	0.700000	0.159901	false	CL:0000182	hepatocyte	0.700000	is_a	1	1	0	0	CL:0000182	hepatocyte	Acyl-CoA disequilibrium and secondary hyperammonemia|HMGCL molecular function deficiency|Leucine catabolic block and organic acid accumulation
cell	3-Hydroxy-3-Methylglutaric Aciduria	MONDO:0009520	3-Hydroxy-3-Methylglutaric_Aciduria.yaml	CL:0000404	electrically signaling cell	0.050089	0.000000	0.183607	0.272804	false	CL:0000540	neuron	0.700000	is_a	1	1	0	0	CL:0000540	neuron	HMG-mediated neurotoxicity via mitochondrial dysfunction
cell	3-Hydroxy-3-Methylglutaric Aciduria	MONDO:0009520	3-Hydroxy-3-Methylglutaric_Aciduria.yaml	CL:0002319	neural cell	0.041903	0.000000	0.183607	0.228220	false	CL:0000540	neuron	0.700000	is_a	1	1	0	0	CL:0000540	neuron	HMG-mediated neurotoxicity via mitochondrial dysfunction
cell	3-Hydroxy-3-Methylglutaric Aciduria	MONDO:0009520	3-Hydroxy-3-Methylglutaric_Aciduria.yaml	CL:0000393	electrically responsive cell	0.039052	0.000000	0.183607	0.212693	false	CL:0000540	neuron	0.700000	is_a	1	1	0	0	CL:0000540	neuron	HMG-mediated neurotoxicity via mitochondrial dysfunction
cell	3-Hydroxy-3-Methylglutaric Aciduria	MONDO:0009520	3-Hydroxy-3-Methylglutaric_Aciduria.yaml	CL:0000211	electrically active cell	0.027336	0.000000	0.128525	0.212693	false	CL:0000540	neuron	0.490000	is_a > is_a	2	2	0	0	CL:0000540	neuron	HMG-mediated neurotoxicity via mitochondrial dysfunction
cell	3-Hydroxy-3-Methylglutaric Aciduria	MONDO:0009520	3-Hydroxy-3-Methylglutaric_Aciduria.yaml	CL:0000048	multi fate stem cell	0.022956	0.000000	0.280000	0.081985	false	CL:0000182	hepatocyte	0.280000	develops_from > is_a	2	1	1	0	CL:0000182	hepatocyte	Acyl-CoA disequilibrium and secondary hyperammonemia|HMGCL molecular function deficiency|Leucine catabolic block and organic acid accumulation
cell	3-Hydroxy-3-Methylglutaric Aciduria	MONDO:0009520	3-Hydroxy-3-Methylglutaric_Aciduria.yaml	CL:0000255	eukaryotic cell	0.018225	0.000000	0.555548	0.032805	false	CL:0000182	hepatocyte	0.490000	is_a > is_a	2	2	0	0	CL:0000182|CL:0000540	hepatocyte|neuron	Acyl-CoA disequilibrium and secondary hyperammonemia|HMG-mediated neurotoxicity via mitochondrial dysfunction|HMGCL molecular function deficiency|Leucine catabolic block and organic acid accumulation
cell	3-Hydroxy-3-Methylglutaric Aciduria	MONDO:0009520	3-Hydroxy-3-Methylglutaric_Aciduria.yaml	CL:0000000	cell	0.013043	0.000000	0.402108	0.032438	false	CL:0000182	hepatocyte	0.343000	is_a > is_a > is_a	3	3	0	0	CL:0000182|CL:0000540	hepatocyte|neuron	Acyl-CoA disequilibrium and secondary hyperammonemia|HMG-mediated neurotoxicity via mitochondrial dysfunction|HMGCL molecular function deficiency|Leucine catabolic block and organic acid accumulation
cell	3-Hydroxy-3-Methylglutaric Aciduria	MONDO:0009520	3-Hydroxy-3-Methylglutaric_Aciduria.yaml	CL:0000034	stem cell	0.012632	0.000000	0.196000	0.064449	false	CL:0000182	hepatocyte	0.196000	develops_from > is_a > is_a	3	2	1	0	CL:0000182	hepatocyte	Acyl-CoA disequilibrium and secondary hyperammonemia|HMGCL molecular function deficiency|Leucine catabolic block and organic acid accumulation
cell	3-Hydroxy-3-Methylglutaric Aciduria	MONDO:0009520	3-Hydroxy-3-Methylglutaric_Aciduria.yaml	CL:0011115	precursor cell	0.008842	0.000000	0.137200	0.064449	false	CL:0000182	hepatocyte	0.137200	develops_from > is_a > is_a > is_a	4	3	1	0	CL:0000182	hepatocyte	Acyl-CoA disequilibrium and secondary hyperammonemia|HMGCL molecular function deficiency|Leucine catabolic block and organic acid accumulation
cell	ALK-Rearranged Non-Small Cell Lung Cancer	MONDO:0005061	ALK_Rearranged_NSCLC.yaml	CL:0002063	pulmonary alveolar type 2 cell	1.000000	1.000000	1.000000	0.633150	true	CL:0002063	pulmonary alveolar type 2 cell	1.000000	self	0	0	0	0	CL:0002063	pulmonary alveolar type 2 cell	ALK Gene Rearrangement
cell	ALK-Rearranged Non-Small Cell Lung Cancer	MONDO:0005061	ALK_Rearranged_NSCLC.yaml	CL:0000322	pulmonary alveolar epithelial cell	0.443205	0.000000	0.700000	0.633150	false	CL:0002063	pulmonary alveolar type 2 cell	0.700000	is_a	1	1	0	0	CL:0002063	pulmonary alveolar type 2 cell	ALK Gene Rearrangement
cell	ALK-Rearranged Non-Small Cell Lung Cancer	MONDO:0005061	ALK_Rearranged_NSCLC.yaml	CL:1000272	lung secretory cell	0.443205	0.000000	0.700000	0.633150	false	CL:0002063	pulmonary alveolar type 2 cell	0.700000	is_a	1	1	0	0	CL:0002063	pulmonary alveolar type 2 cell	ALK Gene Rearrangement
cell	ALK-Rearranged Non-Small Cell Lung Cancer	MONDO:0005061	ALK_Rearranged_NSCLC.yaml	CL:0000157	surfactant secreting cell	0.432576	0.000000	0.700000	0.617965	false	CL:0002063	pulmonary alveolar type 2 cell	0.700000	is_a	1	1	0	0	CL:0002063	pulmonary alveolar type 2 cell	ALK Gene Rearrangement
cell	ALK-Rearranged Non-Small Cell Lung Cancer	MONDO:0005061	ALK_Rearranged_NSCLC.yaml	CL:0008055	respiratory tract secretory epithelial cell	0.422872	0.000000	0.700000	0.604103	false	CL:0002063	pulmonary alveolar type 2 cell	0.700000	is_a	1	1	0	0	CL:0002063	pulmonary alveolar type 2 cell	ALK Gene Rearrangement
cell	ALK-Rearranged Non-Small Cell Lung Cancer	MONDO:0005061	ALK_Rearranged_NSCLC.yaml	CL:0000082	epithelial cell of lung	0.310244	0.000000	0.490000	0.633150	false	CL:0002063	pulmonary alveolar type 2 cell	0.490000	is_a > is_a	2	2	0	0	CL:0002063	pulmonary alveolar type 2 cell	ALK Gene Rearrangement
cell	ALK-Rearranged Non-Small Cell Lung Cancer	MONDO:0005061	ALK_Rearranged_NSCLC.yaml	CL:0002368	respiratory tract epithelial cell	0.260136	0.000000	0.490000	0.530890	false	CL:0002063	pulmonary alveolar type 2 cell	0.490000	is_a > is_a	2	2	0	0	CL:0002063	pulmonary alveolar type 2 cell	ALK Gene Rearrangement
cell	ALK-Rearranged Non-Small Cell Lung Cancer	MONDO:0005061	ALK_Rearranged_NSCLC.yaml	CL:4040003	fetal pre-type II pulmonary alveolar epithelial cell	0.253260	0.000000	0.400000	0.633150	false	CL:0002063	pulmonary alveolar type 2 cell	0.400000	develops_from	1	0	1	0	CL:0002063	pulmonary alveolar type 2 cell	ALK Gene Rearrangement
cell	ALK-Rearranged Non-Small Cell Lung Cancer	MONDO:0005061	ALK_Rearranged_NSCLC.yaml	CL:1100001	secretory epithelial cell	0.196374	0.000000	0.490000	0.400763	false	CL:0002063	pulmonary alveolar type 2 cell	0.490000	is_a > is_a	2	2	0	0	CL:0002063	pulmonary alveolar type 2 cell	ALK Gene Rearrangement
cell	ALK-Rearranged Non-Small Cell Lung Cancer	MONDO:0005061	ALK_Rearranged_NSCLC.yaml	CL:0002632	epithelial cell of lower respiratory tract	0.195013	0.000000	0.343000	0.568551	false	CL:0002063	pulmonary alveolar type 2 cell	0.343000	is_a > is_a > is_a	3	3	0	0	CL:0002063	pulmonary alveolar type 2 cell	ALK Gene Rearrangement
cell	ALK-Rearranged Non-Small Cell Lung Cancer	MONDO:0005061	ALK_Rearranged_NSCLC.yaml	CL:0000151	secretory cell	0.125205	0.000000	0.490000	0.255521	false	CL:0002063	pulmonary alveolar type 2 cell	0.490000	is_a > is_a	2	2	0	0	CL:0002063	pulmonary alveolar type 2 cell	ALK Gene Rearrangement
cell	ALK-Rearranged Non-Small Cell Lung Cancer	MONDO:0005061	ALK_Rearranged_NSCLC.yaml	CL:0002076	endo-epithelial cell	0.114882	0.000000	0.343000	0.334933	false	CL:0002063	pulmonary alveolar type 2 cell	0.343000	is_a > is_a > is_a	3	3	0	0	CL:0002063	pulmonary alveolar type 2 cell	ALK Gene Rearrangement
cell	ALK-Rearranged Non-Small Cell Lung Cancer	MONDO:0005061	ALK_Rearranged_NSCLC.yaml	CL:0000066	epithelial cell	0.054846	0.000000	0.343000	0.159901	false	CL:0002063	pulmonary alveolar type 2 cell	0.343000	is_a > is_a > is_a	3	3	0	0	CL:0002063	pulmonary alveolar type 2 cell	ALK Gene Rearrangement
cell	ALK-Rearranged Non-Small Cell Lung Cancer	MONDO:0005061	ALK_Rearranged_NSCLC.yaml	CL:0000223	endodermal cell	0.045953	0.000000	0.137200	0.334933	false	CL:0002063	pulmonary alveolar type 2 cell	0.137200	is_a > is_a > is_a > develops_from	4	3	1	0	CL:0002063	pulmonary alveolar type 2 cell	ALK Gene Rearrangement
cell	ALK-Rearranged Non-Small Cell Lung Cancer	MONDO:0005061	ALK_Rearranged_NSCLC.yaml	CL:0000255	eukaryotic cell	0.016074	0.000000	0.490000	0.032805	false	CL:0002063	pulmonary alveolar type 2 cell	0.490000	is_a > is_a	2	2	0	0	CL:0002063	pulmonary alveolar type 2 cell	ALK Gene Rearrangement
cell	ALK-Rearranged Non-Small Cell Lung Cancer	MONDO:0005061	ALK_Rearranged_NSCLC.yaml	CL:0000000	cell	0.011126	0.000000	0.343000	0.032438	false	CL:0002063	pulmonary alveolar type 2 cell	0.343000	is_a > is_a > is_a	3	3	0	0	CL:0002063	pulmonary alveolar type 2 cell	ALK Gene Rearrangement
cell	ALK-Rearranged Non-Small Cell Lung Cancer	MONDO:0005061	ALK_Rearranged_NSCLC.yaml	CL:0002321	embryonic cell (metazoa)	0.009876	0.000000	0.096040	0.102831	false	CL:0002063	pulmonary alveolar type 2 cell	0.096040	is_a > is_a > is_a > develops_from > is_a	5	4	1	0	CL:0002063	pulmonary alveolar type 2 cell	ALK Gene Rearrangement
cell	ATTR_Amyloidosis	MONDO:0007100	ATTR_Amyloidosis.yaml	CL:0000746	cardiac muscle cell	1.000000	1.000000	1.000000	0.487166	true	CL:0000746	cardiac muscle cell	1.000000	self	0	0	0	0	CL:0000746	cardiac muscle cell	Calcium Homeostasis Disruption|Oxidative Stress and Mitochondrial Dysfunction
cell	ATTR_Amyloidosis	MONDO:0007100	ATTR_Amyloidosis.yaml	CL:0002494	cardiocyte	0.341016	0.000000	0.700000	0.487166	false	CL:0000746	cardiac muscle cell	0.700000	is_a	1	1	0	0	CL:0000746	cardiac muscle cell	Calcium Homeostasis Disruption|Oxidative Stress and Mitochondrial Dysfunction
cell	ATTR_Amyloidosis	MONDO:0007100	ATTR_Amyloidosis.yaml	CL:0000737	striated muscle cell	0.310053	0.000000	0.700000	0.442934	false	CL:0000746	cardiac muscle cell	0.700000	is_a	1	1	0	0	CL:0000746	cardiac muscle cell	Calcium Homeostasis Disruption|Oxidative Stress and Mitochondrial Dysfunction
